X;CountryCode;RegionCode
Latvia;LVA;EUR
Macao;MAC;CHN
Saint Martin (French part);MAF;OSA
Morocco;MAR;MEN
Monaco;MCO;EUR
Moldova, Republic of;MDA;FSU
Madagascar;MDG;SSA
Maldives;MDV;OAS
Mexico;MEX;OSA
Marshall Islands;MHL;OAS
Macedonia, the former Yugoslav Republic of;MKD;EUR
Mali;MLI;SSA
Malta;MLT;EUR
Myanmar;MMR;SEA
Montenegro;MNE;EUR
Mongolia;MNG;OAS
Northern Mariana Islands;MNP;SEA
Mozambique;MOZ;SSA
Mauritania;MRT;SSA
Montserrat;MSR;OSA
Martinique;MTQ;OSA
Mauritius;MUS;SSA
Malawi;MWI;SSA
Malaysia;MYS;SEA
Mayotte;MYT;SSA
Namibia;NAM;SSA
New Caledonia;NCL;OAS
Niger;NER;SSA
Norfolk Island;NFK;ANZ
Nigeria;NGA;SSA
Nicaragua;NIC;OSA
Niue;NIU;OAS
Netherlands;NLD;EUR
Norway;NOR;EUR
Nepal;NPL;OAS
Nauru;NRU;OAS
New Zealand;NZL;ANZ
Oman;OMN;MEN
Pakistan;PAK;OAS
Panama;PAN;OSA
Pitcairn;PCN;SEA
Peru;PER;OSA
Philippines;PHL;SEA
Palau;PLW;OAS
Papua New Guinea;PNG;OAS
Poland;POL;EUR
Puerto Rico;PRI;OSA
Korea, Democratic People's Republic of;PRK;SEA
Portugal;PRT;EUR
Paraguay;PRY;OSA
Palestine, State of;PSE;MEN
French Polynesia;PYF;OAS
Qatar;QAT;MEN
Reunion;REU;SSA
Romania;ROU;EUR
Russian Federation;RUS;FSU
Rwanda;RWA;SSA
Saudi Arabia;SAU;MEN
Sudan;SDN;SSA
Senegal;SEN;SSA
Singapore;SGP;SEA
South Georgia and the South Sandwich Islands;SGS;OSA
Saint Helena, Ascension and Tristan da Cunha;SHN;SSA
Svalbard and Jan Mayen;SJM;EUR
Solomon Islands;SLB;OAS
Sierra Leone;SLE;SSA
El Salvador;SLV;OSA
San Marino;SMR;EUR
Somalia;SOM;SSA
Saint Pierre and Miquelon;SPM;CAN
Serbia;SRB;EUR
South Sudan;SSD;SSA
Sao Tome and Principe;STP;SSA
Suriname;SUR;OSA
Slovakia;SVK;EUR
Slovenia;SVN;EUR
Sweden;SWE;EUR
Swaziland;SWZ;SSA
Sint Maarten (Dutch part);SXM;OSA
Seychelles;SYC;SSA
Syrian Arab Republic;SYR;MEN
Turks and Caicos Islands;TCA;OSA
Chad;TCD;SSA
Togo;TGO;SSA
Thailand;THA;SEA
Tajikistan;TJK;FSU
Tokelau;TKL;OAS
Turkmenistan;TKM;FSU
Timor-Leste;TLS;SEA
Tonga;TON;OAS
Trinidad and Tobago;TTO;OSA
Tunisia;TUN;MEN
Turkey;TUR;MEN
Tuvalu;TUV;OAS
Taiwan, Province of China;TWN;SEA
Tanzania, United Republic of;TZA;SSA
Uganda;UGA;SSA
Ukraine;UKR;FSU
United States Minor Outlying Islands;UMI;USA
Uruguay;URY;OSA
United States;USA;USA
Uzbekistan;UZB;FSU
Holy See (Vatican City State);VAT;EUR
Saint Vincent and the Grenadines;VCT;OSA
Venezuela, Bolivarian Republic of;VEN;OSA
Virgin Islands, British;VGB;OSA
Virgin Islands, U.S.;VIR;OSA
Viet Nam;VNM;SEA
Vanuatu;VUT;OAS
Wallis and Futuna;WLF;OAS
Samoa;WSM;OAS
Yemen;YEM;MEN
South Africa;ZAF;SSA
Zambia;ZMB;SSA
Zimbabwe;ZWE;SSA
